52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
52,104,156,208,0,0,0,0
