267.19,268.43,269.52,270.44,271.19,271.75,272.12,272.28,272.24,272,271.55,270.91,270.09,269.09,267.94,266.65,265.25,263.74,262.16,260.53,258.87,257.21,255.57,253.98,252.47,251.05,249.75,248.58,247.57,246.74,246.08,245.61,245.35,245.29,245.43,245.78,246.32,247.05,247.96,249.04,250.26,251.61,253.07,254.62,256.23,257.88,259.54,261.19,262.81,264.36,265.83,267.19,267.61,268.11,268.91,269.98,271.33,272.91,274.72,276.71,278.88,281.17,283.55,286,288.47,290.92,293.32,295.64,297.82,299.85,337.76,335.65,333.75,332.1,330.72,329.63,328.84,328.37,328.22,328.4,328.91,329.73,330.86,332.27,333.95,335.87,338,340.31,342.77,345.33,347.95,350.61,353.25,355.84,358.34,360.71,362.92,364.92,366.7,368.22,369.46,370.4,371.03,371.34,370.7,372.04,373.34,374.59,375.78,376.88,377.87,378.75,379.5,380.1,380.55,380.85,380.98,380.94,380.74,380.38,379.86,379.19,378.39,377.46,376.42,375.28,374.06,372.79,371.47,370.13,241.37,242.21,243.31,244.64,246.2,247.95,249.88,251.94,254.11,256.36,258.65,260.95,263.23,265.44,267.55,269.54,271.37,273.02,274.45,275.66,276.61,277.3,277.72,277.85,277.7,277.27,276.36,277.49,278.43,279.16,279.66,279.95,280,279.81,279.4,266.36,268.72,271.21,273.8,276.44,279.1,281.74,284.32,286.79,289.12,291.27,293.22,294.93,296.37,297.53,298.39,298.93,299.15,299.04,298.6,297.84,296.78,295.42,293.8,291.92,289.83,287.55,285.12,282.58,279.95,277.3,274.64,272.03,269.5,267.1,264.85,262.8,260.96,259.38,258.08,257.07,256.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556.57,556.07,555.28,554.2,552.86,551.28,549.47,547.47,545.31,543.02,540.63,538.19,535.72,533.26,530.86,528.55,526.36,524.33,522.49,520.86,519.48,518.35,517.51,516.95,516.69,516.74,517.09,517.74,518.68,519.89,521.36,523.05,524.96,527.04,529.27,531.62,534.04,536.5,538.97,541.4,543.76,546.01,548.13,550.07,551.81,553.32,554.57,555.56,556.26,556.67,556.77,556.57,555.73,556.96,558.05,558.98,559.73,560.29,560.65,560.82,560.77,560.53,560.08,559.44,558.62,557.63,556.48,555.19,553.78,552.27,563.97,564.9,565.94,567.08,568.29,569.57,570.89,572.23,573.57,574.89,576.17,577.39,578.54,579.58,580.52,581.34,582.01,582.54,582.92,583.13,583.17,583.06,582.77,582.33,581.74,581,580.14,579.15,578.06,576.88,575.63,574.33,573,571.65,570.95,570.93,570.59,569.92,568.95,567.67,566.12,564.32,562.29,560.07,557.68,555.17,552.57,549.93,547.27,544.65,542.1,539.66,537.37,535.26,533.36,531.71,530.33,529.24,528.45,527.98,420.36,421.4,422.23,422.85,423.25,423.41,423.34,423.05,422.52,421.78,420.83,419.68,418.36,416.89,415.28,413.56,411.76,409.9,408.02,406.13,404.28,402.48,400.77,399.17,397.71,396.4,396.13,395.42,394.45,393.23,391.78,390.13,388.29,386.29,384.17,732.15,732.73,733.16,733.42,733.53,733.47,733.25,732.87,732.33,731.65,730.83,729.89,728.85,727.7,726.49,725.21,723.9,722.57,721.24,719.93,718.67,717.47,716.34,715.32,714.4,713.62,712.96,712.46,712.11,711.93,711.9,712.05,712.35,712.81,713.42,714.17,715.05,716.04,717.14,718.32,719.57,720.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263.87,262.64,261.31,259.89,258.42,256.9,255.36,253.83,252.32,250.87,249.5,248.21,247.04,246.01,245.12,244.39,243.83,243.46,243.27,243.27,243.45,243.83,244.38,245.11,246,247.03,248.2,249.48,250.85,252.3,253.81,255.34,256.88,258.4,259.87,261.29,262.62,263.85,264.96,265.92,266.73,267.38,267.84,268.13,268.22,268.13,267.85,267.38,266.74,265.93,264.97,263.87,262.97,263.49,263.7,263.6,263.19,262.47,261.45,260.16,258.6,256.81,254.81,252.63,250.31,247.87,245.36,242.82,240.28,237.78,235.35,233.05,230.9,228.93,227.17,225.65,75.071,74.3,73.33,72.175,70.853,69.383,67.788,66.093,64.322,62.503,60.663,58.83,57.033,184.46,184.38,184.13,183.73,183.16,182.45,181.59,180.62,179.53,178.36,177.11,175.8,174.45,173.09,171.74,171.07,170.98,170.58,169.85,168.82,167.49,165.9,164.05,161.99,159.74,157.33,154.81,152.21,149.57,146.93,144.32,141.8,139.4,137.15,135.09,133.25,131.65,130.33,129.3,128.58,128.17,128.09,128.34,128.91,129.79,130.97,132.43,134.16,136.11,138.27,140.61,143.07,145.64,148.27,150.92,153.54,156.11,158.58,160.91,163.07,165.02,166.74,168.2,169.38,170.26,170.82,171.07,161.86,163.19,164.52,165.82,167.09,168.29,169.41,170.44,171.35,172.14,172.79,173.29,173.64,173.83,173.85,173.71,173.41,172.95,172.34,171.59,170.71,169.72,168.62,167.44,166.19,164.9,163.57,162.24,160.92,159.64,158.4,157.24,156.16,155.19,154.34,153.61,153.04,152.61,152.34,152.24,152.3,152.52,152.9,153.43,154.11,154.93,155.87,156.92,158.06,159.27,160.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242.04,241.52,241.31,241.41,241.83,242.55,243.56,244.86,246.41,248.2,250.2,252.38,254.71,257.14,259.65,262.2,264.74,267.24,269.66,271.96,274.12,276.09,277.85,279.36,280.62,281.59,282.26,282.63,282.68,282.42,281.86,280.99,279.83,278.4,276.73,274.83,272.73,270.48,268.09,265.62,263.08,260.54,258.01,255.55,253.18,250.94,248.88,247.01,245.37,243.98,242.87,242.04,242.34,241.12,239.79,238.37,236.89,235.37,233.84,232.3,230.8,229.35,227.97,226.69,225.52,224.48,223.6,222.87,222.31,221.93,221.74,221.74,221.93,222.3,222.86,223.58,691.59,690.4,689.46,688.8,688.41,688.31,688.5,688.98,689.73,690.75,692.02,693.52,695.23,746.85,744.22,741.58,738.95,736.38,733.91,731.58,729.42,727.47,725.75,724.29,723.11,722.23,721.67,721.42,722.09,720.76,719.48,718.26,717.12,716.09,715.17,714.38,713.73,713.24,712.9,712.73,712.73,712.89,713.22,713.71,714.35,715.14,716.05,717.08,718.21,719.43,720.71,722.04,723.4,724.76,726.1,727.41,728.67,729.85,730.94,731.92,732.77,733.49,734.06,734.48,734.73,734.82,734.74,734.49,734.08,733.52,732.8,731.95,730.98,729.89,728.72,727.46,726.15,724.81,723.45,722.09,410.74,410.83,410.6,410.04,409.17,407.99,406.53,404.81,402.85,400.68,398.34,395.87,393.29,390.65,387.99,385.34,382.76,380.27,377.92,375.74,373.77,372.02,370.54,369.35,368.45,367.87,367.61,367.68,368.08,368.8,369.82,371.14,372.74,374.58,376.65,378.91,381.32,383.85,386.47,389.13,391.78,394.4,396.94,399.37,401.63,403.72,405.58,407.19,408.53,409.58,410.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313.12,312.04,310.38,308.18,305.45,302.25,298.62,294.61,290.29,285.73,280.98,276.13,271.25,266.4,261.68,257.14,252.85,248.88,245.3,242.14,239.48,237.33,235.74,234.73,234.31,234.49,235.28,236.65,238.58,241.05,244.02,247.45,251.27,255.44,259.89,264.56,269.37,274.24,279.11,283.91,288.55,292.97,297.11,300.89,304.27,307.18,309.59,311.47,312.77,313.49,313.6,313.12,311.4,313.83,315.96,317.75,319.16,320.19,320.81,321.01,320.79,320.16,319.12,317.69,315.89,313.75,311.31,308.58,305.63,302.5,299.22,295.86,292.45,289.07,285.74,282.54,279.49,276.66,274.08,271.79,269.83,268.23,267.01,266.18,265.77,265.78,266.21,267.04,268.28,269.9,271.87,274.17,276.76,279.6,282.65,285.86,289.19,292.58,295.98,299.34,141.05,138.28,135.52,132.79,131.51,131.22,130.3,128.74,126.57,123.84,120.56,116.81,112.63,108.09,103.25,98.199,93,87.736,82.487,77.332,72.35,67.617,63.203,59.176,55.597,52.52,49.992,48.051,46.726,46.039,45.998,46.605,47.85,49.715,52.171,55.181,58.7,62.674,67.043,71.74,76.695,81.832,87.074,92.34,97.552,102.63,107.5,112.08,116.31,120.12,123.45,126.26,128.5,130.13,131.14,131.51,130.11,132.76,135.29,137.66,139.84,141.8,143.49,144.91,146.02,146.8,147.26,147.38,147.15,146.59,145.7,144.5,142.99,141.21,139.19,136.94,134.52,131.94,129.26,110.07,112.98,115.79,118.47,120.98,123.28,125.33,127.11,128.58,129.72,130.52,130.96,131.04,130.76,130.12,129.12,127.8,126.15,126.04,121.38,117.04,113.07,109.54,106.51,104,102.08,100.76,100.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499.16,496.72,494.6,492.81,491.39,490.37,489.75,489.55,489.77,490.4,491.44,492.87,494.66,496.8,499.25,501.97,504.92,508.06,511.34,514.7,518.1,521.49,524.81,528.02,531.06,533.9,536.48,538.76,540.73,542.33,543.55,544.37,544.79,544.78,544.35,543.51,542.28,540.66,538.69,536.39,533.8,530.96,527.91,524.7,521.37,517.98,514.58,511.22,507.95,504.82,501.87,499.16,498.37,497.29,495.64,493.43,490.7,487.5,483.87,479.86,475.55,470.98,466.23,461.38,456.5,451.66,446.93,442.39,438.1,434.14,430.55,427.4,424.73,422.58,420.99,419.98,419.56,419.75,420.53,421.9,423.84,426.31,429.28,432.7,436.53,440.7,445.15,449.81,454.62,459.5,464.37,469.16,473.81,478.23,482.36,486.14,489.52,492.44,494.85,496.72,519.8,518.16,517.16,516.79,518.19,515.54,513.01,510.64,508.46,506.5,504.81,503.39,502.28,501.5,501.04,500.92,501.15,501.71,502.6,503.8,505.31,507.09,509.11,511.36,513.78,516.36,519.04,521.78,524.55,527.31,530,532.6,535.06,537.34,539.41,541.23,542.79,544.06,545.01,545.63,545.92,545.87,545.47,544.75,543.69,542.34,540.69,538.79,536.65,534.31,531.8,529.17,526.45,523.69,520.92,518.19,516.91,516.63,515.7,514.14,511.98,509.24,505.97,502.22,498.04,493.5,488.66,483.6,478.41,473.14,467.89,462.74,457.76,453.02,448.61,444.58,441,437.93,435.4,162.99,163.99,164.36,164.09,163.19,161.67,159.55,156.88,153.68,150,145.91,141.46,136.72,131.77,126.67,121.51,116.36,111.3,678.62,680.79,683.19,685.78,688.53,691.39,694.31,697.26,700.19,703.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316.22,313.55,310.91,308.34,305.87,303.54,301.39,299.44,297.73,296.29,295.14,294.29,293.75,293.54,293.66,294.1,294.87,295.94,297.3,298.93,300.81,302.91,305.19,307.63,310.18,312.8,315.46,318.12,320.73,323.26,325.67,327.91,329.96,331.79,333.37,334.67,335.68,336.37,336.74,336.79,336.51,335.91,334.99,333.77,332.27,330.51,328.51,326.32,323.95,321.46,318.87,316.22,314.75,314.86,314.31,313.11,311.29,308.86,305.87,302.36,298.39,294.01,289.29,284.31,279.13,273.84,268.52,263.24,258.1,253.15,248.49,244.18,240.29,236.87,233.98,231.66,229.95,228.86,228.43,228.65,229.53,231.04,233.17,235.88,239.14,242.89,247.07,251.63,256.49,261.58,266.82,272.14,277.45,282.67,287.72,292.53,297.03,301.14,304.8,307.96,310.57,312.59,89.291,90.997,92.888,91.246,90.151,89.617,89.655,90.262,91.43,93.141,95.369,98.081,101.23,104.78,108.67,112.84,117.23,121.77,126.4,131.03,135.61,140.06,144.32,148.32,152,155.31,158.19,160.6,162.51,163.88,365.98,367.88,369.48,370.73,371.63,372.15,372.3,372.07,371.46,370.48,369.14,367.48,365.5,363.25,360.76,358.05,355.19,352.2,349.13,346.04,342.96,339.95,337.04,334.29,333.29,332.53,331.16,329.2,326.68,323.63,320.11,316.16,311.85,307.24,302.4,297.41,292.34,287.26,282.26,277.41,272.78,268.44,264.47,260.91,257.83,255.27,253.26,251.85,251.05,250.87,251.31,252.38,254.05,256.29,259.08,262.37,266.11,270.25,274.72,156.07,151.89,147.37,142.61,137.65,132.59,127.49,122.44,117.51,112.78,108.31,104.18,100.44,97.163,94.387,92.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305.81,305.71,306.26,307.45,309.28,311.7,314.69,318.2,322.17,326.55,331.27,336.25,341.43,346.72,352.04,357.32,362.46,367.41,372.07,376.38,380.27,383.69,386.58,388.9,390.62,391.7,392.13,391.91,391.03,389.52,387.39,384.68,381.42,377.68,373.49,368.94,364.07,358.98,353.74,348.43,343.12,337.89,332.84,328.03,323.53,319.42,315.76,312.6,309.99,307.97,306.57,305.81,307.01,304.34,301.71,299.13,296.66,294.33,292.18,290.23,288.53,287.08,285.93,285.08,284.54,284.33,284.45,284.89,285.66,286.73,288.09,289.72,291.6,293.7,295.98,298.42,300.97,303.59,306.25,308.91,311.52,314.05,316.46,318.7,320.76,322.58,324.16,325.46,326.47,327.16,327.54,327.58,327.3,326.7,325.78,324.56,323.06,321.3,319.3,317.11,314.75,312.25,280.13,282.29,282.18,284.28,286.74,289.53,292.6,295.91,299.4,303.03,306.74,310.47,314.16,317.76,321.22,324.48,327.5,330.22,332.6,334.62,336.24,337.43,338.18,338.48,338.31,337.69,336.62,335.12,333.22,330.93,151.47,149.22,146.43,143.14,139.4,135.26,130.79,126.06,121.13,116.09,111.01,105.96,101.02,96.271,91.78,87.617,83.844,80.518,77.691,75.404,73.692,72.582,72.09,72.223,73.83,71.273,68.951,66.898,65.145,63.719,62.641,61.928,61.591,61.634,62.057,62.854,64.012,65.514,67.337,69.454,71.833,74.436,77.226,80.159,83.192,86.278,89.37,92.421,95.386,98.219,100.88,103.32,105.51,107.42,109.01,110.27,111.16,111.69,111.84,703.57,700.91,698.45,696.24,694.31,692.69,691.4,690.47,689.9,689.71,689.89,690.46,691.39,692.67,694.29,696.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270.07,270.52,271.27,272.31,273.62,275.18,276.97,278.96,281.12,283.42,285.82,288.29,290.79,293.28,295.73,298.09,300.33,302.42,304.33,306.02,307.47,308.66,309.57,310.19,310.5,310.51,310.21,309.61,308.71,307.54,306.1,304.42,302.53,300.45,298.21,295.86,293.42,290.93,288.43,285.95,283.55,281.24,279.07,277.07,275.27,273.7,272.37,271.32,270.55,270.09,269.92,270.07,270.9,269.65,268.53,267.56,266.76,266.13,265.69,265.45,265.41,265.56,265.91,266.45,267.18,268.07,269.13,270.32,271.64,86.471,88.724,90.79,92.637,94.236,95.563,96.6,97.328,97.739,97.825,97.585,97.023,96.147,94.97,93.511,91.792,89.838,87.68,85.349,82.881,80.314,77.687,75.039,72.411,69.842,67.371,65.037,62.873,60.913,59.187,57.721,56.537,55.652,55.082,54.833,55.5,54.17,52.883,51.66,50.519,49.477,48.551,47.754,47.098,46.593,46.248,46.066,46.051,46.204,46.521,46.998,47.628,48.402,49.306,50.329,51.454,52.664,53.941,55.265,142.13,140.76,139.57,138.58,137.82,137.27,136.97,136.9,137.08,137.5,138.15,139.02,153.97,156.27,158.54,160.75,162.87,164.85,166.69,168.33,169.77,170.97,171.93,172.62,173.03,173.16,173.01,172.58,171.67,172.8,173.74,174.47,174.98,175.26,175.31,175.13,174.71,174.08,173.23,172.18,170.95,169.54,168,166.33,164.57,162.74,160.86,158.97,157.1,155.27,153.52,151.86,150.32,148.93,147.71,146.67,145.84,145.22,144.83,144.66,144.73,145.02,145.55,146.29,147.24,148.39,149.71,151.18,152.79,154.51,156.31,158.17,160.05,161.94,163.79,165.59,167.3,168.9,170.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720.66,721.92,723.04,724,724.81,725.43,725.87,726.11,726.15,726,725.65,725.11,724.39,723.49,722.44,721.24,719.92,718.49,716.99,715.42,713.82,712.2,710.6,709.04,707.54,706.12,704.8,703.61,702.57,701.68,700.97,700.43,700.09,699.95,700,700.26,700.7,701.34,702.15,703.13,704.25,705.51,706.89,708.36,709.9,711.48,713.1,714.71,716.29,717.83,719.29,720.66,721.12,721.57,722.32,723.36,724.67,726.23,728.02,730.01,732.17,734.47,736.87,739.34,741.84,744.33,746.78,749.14,751.38,235.57,234.67,233.64,232.52,231.31,230.03,228.71,227.36,226,224.65,223.34,222.08,220.9,219.81,218.82,217.96,217.23,216.65,216.22,215.96,215.86,215.93,216.16,216.56,217.12,217.82,218.66,219.63,220.7,221.87,223.12,224.42,225.76,227.12,228.47,229.14,229.22,229.62,230.34,231.37,232.69,234.28,236.12,238.18,240.43,242.84,245.36,247.96,250.6,253.25,255.85,258.37,260.78,263.04,265.1,266.95,268.55,269.87,270.91,373.82,374.19,374.83,375.73,376.87,378.24,379.82,381.58,383.49,385.54,387.67,389.88,749.55,748.4,747.08,745.61,744,742.28,740.48,738.62,736.74,734.85,733,731.2,729.49,727.89,726.42,725.12,724.85,724.14,723.17,721.95,720.5,718.85,717,715.01,712.88,710.67,708.39,706.09,703.8,701.56,699.39,697.33,695.42,693.68,692.13,690.81,689.73,688.91,688.35,688.08,688.09,688.38,688.95,689.79,690.88,692.22,693.78,695.53,697.45,699.52,701.69,703.94,706.23,708.53,710.8,713.01,715.13,717.12,718.95,720.6,722.03,723.24,724.19,724.88,725.29,725.43,725.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
